Plot ID,Sowing date,Harvest date,Width,Length,Row,Column,Replicate,Rack,Accession,AlDe_CalcIcpYldRe_ppm,AlWtGr_CalcIcpTgw_uggrain,AsDe_CalcIcpYldRe_ppm,AsWtGr_CalcIcpTgw_uggrain,AwnPreAb_Vis_0to1 2019-08-07,CaDe_CalcIcpYldRe_ppm,CaWtGr_CalcIcpTgw_uggrain,CdDe_CalcIcpYldRe_ppm,CdWtGr_CalcIcpTgw_uggrain,CoDe_CalcIcpYldRe_ppm,CoWtGr_CalcIcpTgw_uggrain,CrDe_CalcIcpYldRe_ppm,CrWtGr_CalcIcpTgw_uggrain,CuDe_CalcIcpYldRe_ppm,CuWtGr_CalcIcpTgw_uggrain,FeDe_CalcIcpYldRe_ppm,FeWtGr_CalcIcpTgw_uggrain,FrWtGrnPl_Fh_kg,GrnAlCnc_Icp_ppm,GrnAlOff_CalcIcpYld_kgha,GrnAsCnc_Icp_ppm,GrnAsOff_CalcIcpYld_kgha,GrnCaCnc_Icp_ppm,GrnCaOff_CalcIcpYld_kgha,GrnCdCnc_Icp_ppm,GrnCdOff_CalcIcpYld_kgha,GrnCoCnc_Icp_ppm,GrnCoOff_CalcIcpYld_kgha,GrnCrCnc_Icp_ppm,GrnCrOff_CalcIcpYld_kgha,GrnCuCnc_Icp_ppm,GrnCuOff_CalcIcpYld_kgha,GrnFeCnc_Icp_ppm corrected,GrnFeOff_CalcIcpYld_kgha,GrnKCnc_Icp_ppm,GrnKOff_CalcIcpYld_kgha,GrnMc_CalcFh_%,GrnMgCnc_Icp_ppm,GrnMgOff_CalcIcpYld_kgha,GrnMnCnc_Icp_ppm,GrnMnOff_CalcIcpYld_kgha,GrnMoCnc_Icp_ppm,GrnMoOff_CalcIcpYld_kgha,GrnNaCnc_Icp_ppm,GrnNaOff_CalcIcpYld_kgha,GrnNiCnc_Icp_ppm,GrnNiOff_CalcIcpYld_kgha,GrnPCnc_Icp_ppm,GrnPOff_CalcIcpYld_kgha,GrnPbCnc_Icp_ppm,GrnPbOff_CalcIcpYld_kgha,GrnSCnc_Icp_ppm,GrnSOff_CalcIcpYld_kgha,GrnSeCnc_Icp_ppm,GrnSeOff_CalcIcpYld_kgha,GrnSsDrWt_Fh_g,GrnSsFrWt_Fh_g,GrnTiCnc_Icp_ppm,GrnTiOff_CalcIcpYld_kgha,GrnYld100_Fh_tha,GrnYld85_Fh_tha,GrnZnCnc_Icp_ppm,GrnZnOff_CalcIcpYld_kgha,HarPlL_Fh_m,HarPlW_Fh_m,KDe_CalcIcpYldRe_ppm,KWtGr_CalcIcpTgw_uggrain,LodAr_Vis_% 2019-08-05 2019-08-07,LodSev_Vis_0to10 2019-08-05 2019-08-07,MgDe_CalcIcpYldRe_ppm,MgWtGr_CalcIcpTgw_uggrain,MnDe_CalcIcpYldRe_ppm,MnWtGr_CalcIcpTgw_uggrain,MoDe_CalcIcpYldRe_ppm,MoWtGr_CalcIcpTgw_uggrain,NaDe_CalcIcpYldRe_ppm,NaWtGr_CalcIcpTgw_uggrain,NiDe_CalcIcpYldRe_ppm,NiWtGr_CalcIcpTgw_uggrain,NoGr_TgwMeas_No,NoGr_TgwMeas_No sample_1,NoGr_TgwMeas_No sample_2,PDe_CalcIcpYldRe_ppm,PWtGr_CalcIcpTgw_uggrain,PbDe_CalcIcpYldRe_ppm,PbWtGr_CalcIcpTgw_uggrain,SDe_CalcIcpYldRe_ppm,SWtGr_CalcIcpTgw_uggrain,SeDe_CalcIcpYldRe_ppm,SeWtGr_CalcIcpTgw_uggrain,TGW_CalcTGW_g,TGrUa_CalcFh_m2,TiDe_CalcIcpYldRe_ppm,TiWtGr_CalcIcpTgw_uggrain,WtGr_TgwMeas_g,WtGr_TgwMeas_g sample_1,WtGr_TgwMeas_g sample_2,ZnDe_CalcIcpYldRe_ppm,ZnWtGr_CalcIcpTgw_uggrain
11,2018-10-26,2019-08-08,1.8,4.483,20,12,3,12,ParW753_0011,-4.268860899,0.200838358,,,,-80.61320717,15.44644478,,,,,-0.119369602,0.004592687,0.387419926,0.158421493,-10.62401066,1.536681493,6.026,5.7505,0.038070513,,,442.27,2.927996796,,,,,0.1315,0.00087058,4.536,0.030030057,43.999,0.291290232,4461.287,29.53542868,11.34663342,1040.4895,6.888439013,34.9125,0.231134122,0.3015,0.001996045,15.6225,0.103426934,0.132,0.000873891,3638.9305,24.09111368,,,1621.9335,10.737821,,,71.1,80.2,0.5045,0.003339983,6.620383015,7.7886859,25.7355,0.170378867,4.483,1.8,166.0247533,155.8121131,90.0,9.0,-113.186932,36.33948403,-5.868690947,1.21933209,8.4769,0.01053,1.195904864,0.545621642,-0.017167912,0.004610149,,503.0,502.0,-395.2314363,127.0910055,,,-41.78320018,56.64663269,,,34.92537313,18.95579752,-0.477783097,0.017619851,,17.8,17.3,1.323989553,0.89882194
12,2018-10-26,2019-08-08,1.8,4.483,20,13,3,13,ParW216_0052,-4.873743738,0.15630854,,,1.0,11.99670744,18.11366991,,,,,-0.120113427,0.004104419,0.355811453,0.152476614,-7.219972362,1.566150943,6.21,4.589,0.031478976,,,531.792,3.647911845,,,,,0.1205,0.000826589,4.4765,0.030707264,45.98,0.315407127,4238.0735,29.07173955,10.86419753,1123.9575,7.70996532,42.462,0.291274846,0.3565,0.002445468,13.404,0.091946871,0.1245,0.000854028,4055.954,27.82246186,0.0355,0.000243518,1717.14,11.77899507,0.1905,0.001306765,72.2,81.0,0.41,0.00281246,6.859659124,8.070187204,26.2995,0.180405605,4.483,1.8,-50.26536186,144.355433,99.0,9.0,-18.86869331,38.28375596,1.907405071,1.446322344,0.053989313,0.012142949,-1.004415077,0.456561271,-0.021334678,0.004240665,,505.0,502.0,47.82649824,138.1521571,-0.009646887,0.001209186,65.98662515,58.48848262,0.122856919,0.006488729,34.06156902,20.13899924,-0.533510565,0.013965243,,17.4,16.9,2.281041114,0.895802234
13,2018-10-26,2019-08-08,1.8,4.483,20,14,3,14,ParW305_0006,-4.70458174,0.107082104,,,1.0,141.5938042,22.44728614,-0.025923063,3.44149,,,-0.07777219,0.00455998,-0.557175969,0.119798427,-13.89314332,1.207861357,6.84,3.1115,0.023546335,,,652.254,4.935944444,0.001,7.56752,,,0.1325,0.001002696,3.481,0.026342533,35.097,0.265597209,4291.8135,32.47837959,10.72319202,1077.752,8.155908582,39.0135,0.295235397,0.2105,0.001592963,16.5245,0.125049465,0.139,0.001051885,3771.379,28.5399817,,,1580.431,11.95994139,0.116,0.000877832,71.6,80.2,0.3415,0.002584308,7.567518856,8.90296336,22.5405,0.170575659,4.483,1.8,23.95635423,147.7025295,95.0,7.0,-32.97551403,37.09077679,-0.870747194,1.342647493,-0.095251231,0.007244346,2.169867692,0.568689774,0.003026156,0.004783677,,505.0,512.0,-159.7298308,129.7918043,,,-33.55580538,54.39044739,0.047275837,0.003992134,34.41494592,21.98904765,-0.487308289,0.011752704,,17.9,17.1,-0.315179306,0.775730088
14,2018-10-26,2019-08-08,1.8,4.483,20,15,3,15,ParW042_0036,-1.929578125,0.157437439,,,,-10.0860116,18.52896217,,,,,0.013809878,0.007263441,-0.735788969,0.121365494,-8.402649798,1.36611173,7.522,4.1725,0.034649805,,,491.0655,4.077968541,,,,,0.1925,0.001598583,3.2165,0.026710868,36.2055,0.300662315,4276.9605,35.517279,10.91340451,886.9265,7.365327773,30.317,0.251762285,0.2145,0.001781278,12.2365,0.101615899,0.1095,0.000909324,3236.1085,26.87370353,,,1437.9965,11.94159331,0.1215,0.001008976,75.1,84.3,0.623,0.005173596,8.304327104,9.769796592,18.3385,0.152288903,4.483,1.8,30.42268721,161.3789592,90.0,8.0,-190.3896325,33.46565288,-8.869485029,1.143925904,-0.094624301,0.008093548,-2.062150049,0.46170958,-0.016209743,0.004131672,,511.0,512.0,-614.8319171,122.1053647,,,-137.303778,54.25871447,0.051650544,0.004584457,37.73216031,22.0086182,-0.086415168,0.023507136,,19.4,19.2,-3.306846885,0.691951222
15,2018-10-26,2019-08-08,1.8,4.483,20,16,3,16,ParW219_0053,-2.561038364,0.157622754,,,,-74.65460948,14.27376796,-0.026056624,1.64671,,,-0.051629641,0.00494012,-0.368672676,0.120077844,-5.292494718,1.399651198,7.043,4.786,0.037183148,,,433.4035,3.367176427,0.0005,3.88457,,,0.15,0.001165372,3.646,0.028326318,42.4985,0.330177185,4663.239,36.22939925,10.98626717,899.1865,6.985914019,34.9185,0.271287034,0.2425,0.001884019,12.0575,0.093676516,0.154,0.001196449,3469.767,26.95713729,,,1463.5155,11.37027018,0.0265,0.000205882,71.3,80.1,0.9335,0.007252501,7.769149136,9.140175454,21.025,0.163346361,4.483,1.8,401.2159679,153.5797275,80.0,9.0,-202.3978669,29.61392665,-4.774802018,1.150010479,-0.064174284,0.007986527,-2.281812558,0.397103293,0.020834965,0.005071856,,,501.0,-439.4034504,114.2737635,,,-139.8845953,48.19961228,-0.042532104,0.000872754,32.93413174,23.58996192,0.137364076,0.030744012,,,16.5,-1.4994674,0.69244012
16,2018-10-26,2019-08-08,1.8,4.483,20,17,3,17,ParW685_0082,-7.236359207,0.122194444,,,1.0,-23.72719256,15.67028684,-0.015550225,0.000433918,,,-0.157734408,0.00354883,-0.467181369,0.115902632,-15.28086501,1.311254094,5.522,3.9425,0.02413576,,,505.5885,3.095184,0.014,8.5772,,,0.1145,0.000700962,3.7395,0.022893006,42.3065,0.258997983,4474.4795,27.39250864,10.53892216,1063.3345,6.509673244,44.2885,0.271131674,0.188,0.001150925,14.1745,0.086775482,0.127,0.000777487,4068.0715,24.90450202,,,1732.1295,10.60399814,0.149,0.00091217,74.7,83.5,0.668,0.004089458,6.121943042,7.202285932,23.9325,0.146513402,4.483,1.8,164.7950372,138.682698,99.0,9.0,-112.9442416,32.95715117,3.035283182,1.372684503,-0.111133461,0.005826901,-0.289966313,0.439326608,-0.029111426,0.003936257,,515.0,511.0,-20.32319242,126.0864266,,,42.24193145,53.68588509,0.082483598,0.004618129,30.99415205,19.75192944,-0.395050792,0.020704094,,16.4,15.4,-1.297782579,0.741767544
17,2018-10-26,2019-08-08,1.8,4.483,20,18,3,18,ParW139_0041,-4.211843536,0.115666667,,,,89.17154309,22.11711111,,,,,-0.095904941,0.003907407,-0.699061606,0.122777778,-6.338817622,1.534111111,7.029,3.123,0.024279424,,,597.162,4.642571113,,,,,0.1055,0.000820198,3.315,0.025772107,41.421,0.322023066,4349.1025,33.81162505,10.74879227,1164.976,9.056979388,42.0265,0.32673046,0.124,0.000964025,13.7895,0.10720497,0.1245,0.000967912,4101.4775,31.88649138,0.037,0.000287652,1530.1285,11.89581784,0.077,0.000598628,73.9,82.8,0.463,0.003599543,7.774391394,9.146342816,21.1695,0.164579979,4.483,1.8,87.23115112,161.0778704,95.0,9.0,63.62934906,43.14725926,2.338162434,1.556537037,-0.182698283,0.004592593,-0.549414254,0.510722222,-0.008592008,0.004611111,,508.0,518.0,192.8774335,151.9065741,-0.009810843,0.00137037,-72.99634758,56.67142593,0.00795989,0.002851852,37.03703704,20.99085676,-0.332286463,0.017148148,,19.3,18.7,-1.346356103,0.784055556
18,2018-10-26,2019-08-08,1.8,4.483,20,19,3,19,ParW397_0008,-8.223091184,0.151006739,,,1.0,43.63551257,21.02590198,-0.028493373,7.25471,,,-0.098478749,0.007109613,-0.928674551,0.121099207,-15.28525448,1.646401487,5.033,4.163,0.02332522,,,579.6485,3.247761,0.002,1.1206,,,0.196,0.001098185,3.3385,0.018705561,45.3885,0.254311018,4789.3605,26.83470801,10.16746411,1106.908,6.201987295,48.535,0.271940806,0.1315,0.000736792,15.983,0.089552486,0.137,0.000767609,4438.588,24.86933547,,,1738.445,9.740478706,0.035,0.000196104,75.1,83.6,0.724,0.00405656,5.602983532,6.591745331,23.811,0.133412641,4.483,1.8,464.6600943,173.7270508,95.0,9.0,-92.90353226,40.15146957,6.790325176,1.760536174,-0.165257692,0.00476997,1.479103447,0.57975996,-0.026340787,0.004969475,,504.0,505.0,293.7279234,161.0032912,,,21.30917333,63.05955104,-0.030723819,0.001269574,36.27353816,15.44647646,-0.423143493,0.026262042,,18.7,17.9,-2.271761529,0.863709217
19,2018-10-26,2019-08-08,1.8,4.483,20,20,3,20,ParW685_0003,-4.137219245,0.195142574,,,1.0,34.83694548,17.04318099,,,,,-0.106780129,0.00468099,-0.466531615,0.112738911,-11.61309048,1.349128218,5.761,6.42,0.041018477,,,560.704,3.58243366,,,,,0.154,0.000983932,3.709,0.023697435,44.385,0.283583349,4539.6135,29.0043663,10.50724638,1170.665,7.479578708,45.0635,0.287918401,0.1675,0.001070186,16.887,0.107893928,0.154,0.000983932,4446.365,28.4085857,,,1723.3755,11.01094053,,,74.1,82.8,0.594,0.003795167,6.389170863,7.516671604,23.7245,0.151579884,4.483,1.8,237.6611967,137.9862717,90.0,9.0,6.503998266,35.5835797,4.063349652,1.369751931,-0.132856816,0.005091337,2.4428375,0.513297921,0.001611189,0.00468099,,502.0,508.0,387.0460279,135.1518866,,,47.518877,52.38378995,,,30.3960396,21.01974779,-0.425748937,0.018055248,,15.7,15.0,-1.066815593,0.721130842
20,2018-10-26,2019-08-08,1.8,4.483,20,21,3,21,ParW396_0091,-7.184092808,0.099958812,,,1.0,-18.38587553,15.26597703,-0.012023847,0.000511683,,,-0.098319652,0.00486099,-0.421419612,0.112916436,-14.86782489,1.233969109,5.755,3.321,0.021292853,,,507.192,3.251901446,0.017,0.000108997,,,0.1615,0.00103547,3.7515,0.024053038,40.997,0.262855494,4520.3885,28.98282682,10.09975062,1030.7655,6.60883417,34.639,0.222090676,0.164,0.001051499,15.889,0.101873575,0.1825,0.001170113,4063.706,26.05477101,,,1609.337,10.3183909,,,72.1,80.2,0.3465,0.002221612,6.411578744,7.543033816,25.8155,0.165518111,4.483,1.8,219.0845623,136.0592182,99.0,9.0,-132.3793917,31.02502099,-6.33992994,1.042599604,-0.136459398,0.004936238,1.446540038,0.478243168,0.030423342,0.005493069,,505.0,505.0,6.825117119,122.3135271,,,-65.34308473,48.4394503,,,30.0990099,21.30162675,-0.669617943,0.010429307,,15.3,15.1,1.060993149,0.77702099
21,2018-10-26,2019-08-21,1.8,4.483,20,22,1,22,ParW324_0020,-2.704050952,0.190644138,,,1.0,77.38831174,20.68808946,-0.013175773,0.000491034,,,-0.080232403,0.004770049,-0.013884686,0.141716059,-6.530119397,1.518243547,7.088,5.4355,0.040377434,,,589.843,4.381629468,0.014,0.000103999,,,0.136,0.001010272,4.0405,0.030014722,43.287,0.321556066,4042.3675,30.02859499,15.42991755,1052.0705,7.81527136,38.916,0.289086235,0.1385,0.001028843,17.6485,0.131101306,0.202,0.00150055,3677.7715,27.32020551,,,1626.9235,12.0855481,0.172,0.001277696,71.8,84.9,0.418,0.003105099,7.428467351,8.739373354,21.979,0.163270284,4.483,1.8,-229.5130608,141.7815596,20.0,4.0,-64.96245771,36.9002067,-1.099929867,1.364935567,-0.166614661,0.004857734,3.28330264,0.619001576,0.0640891,0.007084926,,507.0,508.0,-268.4668285,128.993759,,,5.635717891,57.06253852,0.103488204,0.006032709,35.07389163,21.17947854,-0.43334033,0.014660887,,17.8,17.8,-1.105094971,0.770889064
22,2018-10-26,2019-08-21,1.8,4.483,20,23,1,23,ParW753_0027,-16.53360425,0.138083333,,,,-44.11403983,17.92963333,-0.015969926,0.0007,,,-0.306729742,0.004683333,-1.412578778,0.109,-44.91086584,1.2319,1.954,4.1425,0.00844784,,,537.889,1.096922204,0.021,4.28255,,,0.1405,0.000286523,3.27,0.006668542,36.957,0.075366765,4520.814,9.219339416,15.78298397,1059.37,2.160383417,36.0585,0.073534445,0.179,0.000365036,17.286,0.035251506,0.125,0.000254914,3527.193,7.193038566,,,1607.1515,3.277479492,0.1275,0.000260012,68.3,81.1,0.6055,0.001234802,2.039309606,2.399187771,25.3595,0.051715872,4.483,1.8,92.99972263,150.6938,,,-302.0402518,35.31233333,-9.060997029,1.20195,-0.101443379,0.005966667,2.511337586,0.5762,-0.087984517,0.004166667,,504.0,507.0,-1005.412582,117.5731,,,-297.0970108,53.57171667,0.067218816,0.00425,33.33333333,6.117928817,-1.119104661,0.020183333,,16.8,16.9,-6.577199928,0.845316667
23,2018-10-26,2019-08-21,1.8,4.483,20,24,1,24,ParW218_0020,-2.39336988,0.187106535,-0.03576376,3.55446,,-11.56771867,17.70872356,-0.01429907,0.000444307,,,-0.09184778,0.004105396,-0.313223077,0.132119109,-4.91638318,1.552159604,7.301,5.264,0.040194563,0.001,7.63575,498.212,3.80421989,0.0125,9.54468,,,0.1155,0.000881929,3.717,0.028382065,43.668,0.333437722,4800.891,36.65838043,15.6062425,1162.407,8.875843676,36.255,0.276833942,0.2,0.001527149,17.6025,0.134408205,0.169,0.001290441,4152.753,31.70936381,0.0085,6.4938,1714.481,13.09134007,0.1625,0.001240809,70.3,83.3,0.557,0.00425311,7.635745204,8.983229652,25.679,0.196078301,4.483,1.8,535.0079638,170.6455316,85.0,8.0,54.77328488,41.31723891,-3.564636402,1.288667822,-0.106063568,0.007108911,3.25305149,0.62567302,0.033976583,0.00600703,,505.0,505.0,229.0675363,147.6077551,-0.038058637,0.000302129,104.076457,60.94046327,0.093671638,0.00577599,35.54455446,21.4821801,-0.260752826,0.019798317,,18.1,17.8,2.935394034,0.912748614
24,2018-10-26,2019-08-21,1.8,4.483,20,25,1,25,Paragon,0.779009145,0.125955978,,,,-16.50223645,16.71363913,,,,,-0.004102428,0.004035326,-0.816442336,0.106425,-2.481518274,1.20206087,9.231,3.5115,0.034247064,,,465.956,4.544389788,,,,,0.1125,0.001097193,2.967,0.028936647,33.512,0.326836849,4231.3945,41.26807243,14.74435196,872.9875,8.514098929,33.682,0.32849483,0.073,0.000711957,16.8435,0.164271797,0.136,0.001326385,3356.026,32.73075201,,,1423.8165,13.88624068,0.127,0.001238609,71.7,84.1,0.7295,0.00711469,9.752830285,11.47391798,18.576,0.181168575,4.483,1.8,26.76870674,151.778281,80.0,2.0,-138.6446601,31.31368207,-4.132743168,1.208158696,-0.242755472,0.002618478,2.654906376,0.604169022,0.030468619,0.004878261,,501.0,511.0,-337.3100433,120.3791935,,,-75.42931177,51.0716788,0.054938311,0.004555435,35.86956522,27.18970867,0.254801688,0.026166848,,18.0,18.3,-0.689934915,0.666313043
25,2018-10-26,2019-08-21,1.8,4.483,20,26,1,26,ParW103_0049,13.01395502,0.789628067,,,,-61.37065566,16.8259264,,,,,0.006380763,0.008315996,-0.752436675,0.1231737,5.259707624,2.055896958,7.019,21.1745,0.157102986,,,451.2005,3.347656181,,,,,0.223,0.001654536,3.303,0.024506419,55.1305,0.409037577,4341.8695,32.21425124,14.70230863,922.7725,6.846457535,33.469,0.248321322,0.1165,0.000864365,14.03,0.104094779,0.1995,0.001480179,3506.8305,26.01872737,,,1644.971,12.2047678,0.055,0.000408069,70.2,82.3,1.7295,0.012831926,7.419442533,8.728755921,20.325,0.150800169,4.483,1.8,69.72780876,161.9146624,95.0,9.0,-194.669698,34.41153582,-6.555476428,1.248107949,-0.188573346,0.004344455,-0.335883061,0.523199215,0.06146338,0.007439647,,507.0,512.0,-440.3897737,130.7748371,,,23.2093648,61.3433739,-0.013498013,0.00205103,37.29146222,19.8958209,0.87669728,0.064495584,,19.4,18.6,-2.773919764,0.75794897
26,2018-10-26,2019-08-21,1.8,4.483,20,27,1,27,ParW110_0016,-4.022392676,0.2268778,,,,-27.87404517,16.86164322,-0.023204549,0.00020275,,,0.463418438,0.024583497,-0.242009816,0.133223969,-2.384662338,1.82717053,6.0,6.714,0.042379766,,,498.987,3.149680086,0.006,3.78729,,,0.7275,0.004592088,3.9425,0.024885646,54.0715,0.341307342,4333.938,27.35646062,15.10791367,1190.9575,7.517500699,42.409,0.267691909,0.067,0.000422914,13.662,0.086236574,0.2905,0.001833679,4232.8195,26.71818562,0.0195,0.000123087,1728.3415,10.90954836,0.226,0.001426546,70.8,83.4,1.0015,0.006321617,6.312148586,7.42605716,28.084,0.177270381,4.483,1.8,29.75707949,146.451343,95.0,9.0,23.30383826,40.24453635,1.335909059,1.433074263,-0.233004212,0.002264047,-0.788014607,0.461662868,0.137038231,0.009816503,,509.0,509.0,165.1201198,143.0343721,-0.024650931,0.000658939,48.44077944,58.40368134,0.159193106,0.007636935,33.79174853,18.67955599,-0.030729702,0.033842436,,17.5,16.9,3.166162263,0.949007466
27,2018-10-26,2019-08-21,1.8,4.483,20,28,1,28,ParW811_0039,-4.328336257,0.206196036,,,,10.90133625,17.02159024,-0.025793568,0.000110654,,,-0.075181075,0.006038553,0.146280586,0.137100446,-9.470968629,1.494668335,5.88,6.522,0.040848375,,,538.3945,3.372054679,0.0035,2.19211,,,0.191,0.001196265,4.3365,0.027160224,47.2765,0.296100616,3869.049,24.23250012,14.04761905,1189.1045,7.447560095,47.2375,0.295856352,0.2545,0.001593976,17.8595,0.111857032,0.203,0.001271423,3883.48,24.32288388,,,1665.926,10.43397279,0.294,0.001841371,72.2,84.0,0.6345,0.003973979,6.263167026,7.368431795,32.293,0.202256453,4.483,1.8,-436.5491877,122.3217672,80.0,7.0,19.22971548,37.59408677,6.118023206,1.493435332,-0.045279977,0.008046135,3.405763803,0.564636323,0.048855894,0.006417939,,506.0,503.0,-189.5488183,122.7780099,,,-16.54652463,52.66901824,0.227267913,0.009294945,31.61546085,19.8104562,-0.405666721,0.02006001,,15.9,16.0,7.294701749,1.020958077
28,2018-10-26,2019-08-21,1.8,4.483,20,29,1,29,Crusoe,,0.111575915,,,3.0,,13.60738773,,0.000234669,,,,0.005090504,,0.107261622,,1.082977745,9.93,3.0905,0.032759301,,,376.906,3.995203766,0.0065,6.89,,,0.141,0.0014946,2.971,0.031492601,29.997,0.317968213,4180.223,44.31036565,13.86138614,876.2835,9.288605487,33.149,0.351379415,0.1365,0.0014469,14.094,0.149396406,0.1735,0.0018391,2988.329,31.67628872,,,1336.432,14.16617979,,,69.6,80.8,0.492,0.0052152,10.60000044,12.47058875,17.6575,0.187169508,4.483,1.8,,150.918041,100.0,0.0,,31.63634792,,1.196773986,,0.004928042,,0.508833828,,0.006263848,,508.0,503.0,,107.8872488,,,,48.24902868,,,36.10286845,29.36054917,,0.017762611,,18.4,18.1,,0.6374864
29,2018-10-26,2019-08-21,1.8,4.483,20,30,1,30,ParW496_0026,-5.496273458,0.166220719,,,,-59.71893575,15.62513351,-0.020979848,0.000268504,,,-0.113781917,0.004866634,0.090902494,0.143011909,-8.265339764,1.592748573,6.021,4.9525,0.031873245,,,465.5465,2.99615907,0.008,5.14863,,,0.145,0.000933189,4.261,0.027422897,47.4555,0.305413588,4528.4385,29.14407494,13.74695864,1222.8025,7.869698947,43.0305,0.276935221,0.1115,0.00071759,16.9395,0.109019049,0.1675,0.001077995,4165.3045,26.80702111,0.0225,0.000144805,1720.547,11.07307755,0.16,0.001029726,70.9,82.2,0.5735,0.003690925,6.435789055,7.571516536,26.5425,0.170821931,4.483,1.8,227.8350806,151.9879457,80.0,8.0,60.75545155,41.04091068,2.074497381,1.444232333,-0.189070232,0.003742274,2.498879523,0.568540305,0.015760604,0.005621801,,504.0,512.0,111.0578198,139.8000821,-0.021875841,0.000755167,47.13809116,57.74670541,0.093004276,0.005370079,33.56299213,19.17525419,-0.43869488,0.019248376,,17.2,16.9,1.827762689,0.890845719
30,2018-10-26,2019-08-21,1.8,4.483,20,31,1,31,ParW397_0053,-9.292240534,0.285929286,,,1.0,-19.83866642,19.83548712,-0.025184494,0.000329138,,,-0.220534689,0.005887909,0.218078016,0.172687611,181.9947845,9.316335728,3.347,7.8185,0.027927465,,,542.385,1.937384192,0.009,3.21478,,,0.161,0.000575088,4.722,0.016866853,254.7475,0.909951012,5093.965,18.19550184,13.88206388,1295.0465,4.625870216,47.9935,0.171431452,0.1665,0.000594733,16.4945,0.058917897,0.232,0.000828698,4463.996,15.94527003,,,1840.991,6.575968843,0.0205,7.32254,70.1,81.4,0.9775,0.003491603,3.571972293,4.202320344,34.022,0.121525641,4.483,1.8,710.497873,186.2906923,95.0,9.0,3.136525936,47.36096715,4.325444426,1.755163677,-0.120959829,0.006089049,1.836288401,0.603218087,0.040366228,0.00848444,,503.0,506.0,98.15176639,163.2521828,,,17.21579713,67.32662825,-0.042121949,0.000749703,36.57086224,9.76726299,-0.498750517,0.035748018,,18.4,18.5,4.602958293,1.244213875
31,2018-10-26,2019-08-21,1.8,4.483,20,32,1,32,ParW387_0081,59.10325409,1.635187873,-0.054113124,0.000635189,,-53.74160392,10.88541158,-0.016978246,0.000381113,-0.025888877,4.23459,0.494244493,0.018939215,0.407667007,0.105070825,162.5077818,5.036158449,2.923,77.23,0.242132764,0.03,9.4565,514.1185,1.611872765,0.018,5.64339,0.002,6.2743,0.8945,0.002804451,4.9625,0.015558511,237.858,0.745736308,4851.4195,15.21025009,13.44743276,1238.257,3.882203682,48.2745,0.151351005,0.0555,0.000174005,20.2335,0.063436401,0.459,0.001439064,4576.384,14.34795427,0.161,0.00050477,1807.83,5.667938306,0.0335,0.00010503,70.8,81.8,5.342,0.016748326,3.135216423,3.688489909,32.66,0.102396168,4.483,1.8,455.3149686,102.7189218,95.0,9.0,-73.45815007,26.21756869,4.192833799,1.022114165,-0.229960383,0.001175099,5.542103945,0.428403131,0.261282004,0.00971839,,502.0,504.0,163.0185485,96.89560557,0.122628108,0.003408847,-38.87731304,38.2771163,-0.028454912,0.000709294,21.17296223,14.80764188,3.794977139,0.113105964,,10.7,10.6,2.523512755,0.691508946
32,2018-10-26,2019-08-21,1.8,4.483,20,33,1,33,ParW546_0082,-2.354828716,0.307195276,,,1.0,20.08154688,21.01270472,-0.013376766,0.000598031,,,-0.056850716,0.007697244,-0.215485887,0.152324409,-14.569012,1.574732677,6.101,7.962,0.051693356,,,544.615,3.53591772,0.0155,0.000100634,,,0.1995,0.001295256,3.948,0.025632425,40.8145,0.264988503,4298.558,27.90842596,14.12776413,1138.247,7.390078748,43.328,0.281307424,0.103,0.000668728,18.504,0.120137384,0.166,0.001077756,3983.557,25.86327917,,,1652.868,10.73126016,0.0975,0.00063302,69.9,81.4,1.254,0.008141606,6.492508874,7.638245734,26.0995,0.169451235,4.483,1.8,-0.404247881,165.8498756,95.0,9.0,-21.22802581,43.91661654,2.425711415,1.671710236,-0.197829892,0.003974016,4.067689062,0.713933858,0.015050739,0.006404724,,505.0,511.0,-64.51828094,153.6962937,,,-17.5628032,63.77207244,0.03041765,0.003761811,38.58267717,16.827523,0.250996054,0.048382677,,20.0,19.2,1.477934603,1.006988583
33,2018-10-26,2019-08-21,1.8,4.483,20,34,1,34,ParW397_0005,38.28643053,1.849080525,,,1.0,-17.55751945,19.17308038,,,-0.010212756,0.000300496,0.140147083,0.015325273,-0.134765965,0.152501487,34.23756432,3.426287711,5.827,49.2275,0.306399986,,,510.439,3.177055555,,,0.008,4.97933,0.408,0.002539459,4.06,0.025270102,91.217,0.56774948,4426.049,27.54845058,13.80597015,1140.005,7.095576981,47.8045,0.297543002,0.092,0.000572623,16.5465,0.102988114,0.2805,0.001745878,4338.4845,27.00343485,0.032,0.000199173,1721.8335,10.71697242,0.1075,0.000669098,69.3,80.4,3.712,0.023104093,6.224163035,7.322544747,27.6,0.1717869,4.483,1.8,119.3222431,166.2509981,95.0,9.0,-31.63846346,42.82080228,6.648086174,1.795629881,-0.207601419,0.003455699,2.089800302,0.621518682,0.125812549,0.010536125,,508.0,501.0,261.2118528,162.9619054,-0.01199088,0.001201982,37.31304909,64.67541095,0.040827482,0.004037909,37.56194252,16.5703971,2.665513035,0.139429931,,19.2,18.7,2.537631083,1.036709613
