Plot ID,Sowing date,Harvest date,Width,Length,Row,Column,Replicate,Rack,Accession,PECO:0007167,PECO:0007102,AvailN_CalcNutAvail_kgha,BioYld100_CalcGbSamp_tha,BmsNOff_CalcCombYld_kgha,BmsNUpE_CalcFh_kgNOff/kg_Navail,BmsNUtE_CalcFh_kg_biomass/kg_Noff,FertN_FertApl_kgha,FrWtGrnPl_Fh_kg,GrnAlCnc_Icp_ppm,GrnAlOff_CalcIcpYld_kgha,GrnAsCnc_Icp_ppm,GrnAsOff_CalcIcpYld_kgha,GrnCaCnc_Icp_ppm,GrnCaOff_CalcIcpYld_kgha,GrnCdCnc_Icp_ppm,GrnCdOff_CalcIcpYld_kgha,GrnCoCnc_Icp_ppm,GrnCoOff_CalcIcpYld_kgha,GrnCrCnc_Icp_ppm,GrnCrOff_CalcIcpYld_kgha,GrnCuCnc_Icp_ppm,GrnCuOff_CalcIcpYld_kgha,GrnFeCnc_Icp_ppm,GrnFeOff_CalcIcpYld_kgha,GrnKCnc_Icp_ppm,GrnKOff_CalcIcpYld_kgha,GrnMc_CalcFh_%,GrnMgCnc_Icp_ppm,GrnMgOff_CalcIcpYld_kgha,GrnMnCnc_Icp_ppm,GrnMnOff_CalcIcpYld_kgha,GrnMoCnc_Icp_ppm,GrnMoOff_CalcIcpYld_kgha,GrnNCnc_Com_%,GrnNOff_CalcCombYld_kgha,GrnNUE_CalcFh_kg_grain/kg_Navail,GrnNUpE_CalcFh_kgNOff/kg_Navail,GrnNUtE_CalcFh_kg_grain/kg_Noff,GrnNaCnc_Icp_ppm,GrnNaOff_CalcIcpYld_kgha,GrnNiCnc_Icp_ppm,GrnNiOff_CalcIcpYld_kgha,GrnPCnc_Icp_ppm,GrnPOff_CalcIcpYld_kgha,GrnPbCnc_Icp_ppm,GrnPbOff_CalcIcpYld_kgha,GrnSCnc_Icp_ppm,GrnSOff_CalcIcpYld_kgha,GrnSeCnc_Icp_ppm,GrnSeOff_CalcIcpYld_kgha,GrnSsDrWt_Fh_g,GrnSsFrWt_Fh_g,GrnTiCnc_Icp_ppm,GrnTiOff_CalcIcpYld_kgha,GrnWt_GbSamp_g,GrnYld100_Fh_tha,GrnYld85_Fh_tha,GrnZnCnc_Icp_ppm,GrnZnOff_CalcIcpYld_kgha,HI_CalcGbSamp_%,HarPlL_Fh_m,HarPlW_Fh_m,LodAr_Vis_% 2021-08-11,LodSev_Vis_0to10 2021-08-11,NHi_CalcCombYld_%,NoGr_TgwMeas_No sample_1,NoGr_TgwMeas_No sample_2,SlMinN_SoilSam_kgha,SpkPop_CalcGbSamp_m2,StmNoS_GbSamp_No,StrwChfWt_GbSamp_g,StrwNCnc_Com_%,StrwNOff_CalcCombYld_kgha,StrwYld100_CalcGbSamp_tha,StrwYld85_CalcGbSamp_tha,TGW_CalcTGW_g,WtGrSp_CalcGbSamp_g,WtGr_TgwMeas_g sample_1,WtGr_TgwMeas_g sample_2
298,2020-09-28,2021-08-14,1.8,9.0,2,68,3,1,Xi19,SFP,N100,178.78,18.37599591,172.2195804,0.963304511,106.7009678,100.0,12.961,9.113,0.078451201,,,235.19,2.024683188,0.0295,0.000253957,,,0.0085,7.31741,3.509,0.030207974,23.4335,0.201732274,4593.1425,39.54104512,13.64829396,930.077,8.006765873,33.2955,0.286631401,,,1.54,132.5741787,48.15255009,0.741549271,49.9868417,15.0335,0.129419085,0.071,0.000611219,2788.726,24.00734151,0.0235,0.000202305,1122.3785,9.662234278,,,65.8,76.2,0.0165,0.000142044,224.4,8.608712905,10.12789754,17.8835,0.153953917,46.84759916,7.3675,1.8,,,76.97973622,510.0,520.0,78.78,383.6324824,100.0,254.6,0.4059,39.64540171,9.767283002,11.49092118,39.80582524,2.244,20.4,20.6
299,2020-09-28,2021-08-14,1.8,9.0,2,69,3,1,Siskin,SFP,N100,178.78,18.23036862,189.9020287,1.062210699,95.99880918,100.0,13.604,8.41,0.075626328,,,269.2385,2.421108092,0.0415,0.000373186,0.001,8.99243,0.0155,0.000139383,3.4215,0.030767596,22.097,0.198705703,4718.9915,42.43519596,13.71280724,927.2605,8.3383242,32.8425,0.295333849,0.0095,8.54281,1.57,141.1811351,50.29885327,0.789691996,47.35299064,12.5395,0.112760563,0.1245,0.001119557,2761.8135,24.83541178,,,1129.399,10.15604031,,,66.7,77.3,0.0145,0.00013039,186.8,8.992428988,10.57932822,19.5165,0.17550074,49.32664378,7.3675,1.8,,,74.3441953,515.0,514.0,78.78,481.3934148,100.0,191.9,0.5274,48.72089361,9.23793963,10.86816427,38.19241983,1.868,19.7,19.6
300,2020-09-28,2021-08-14,1.8,9.0,2,70,3,1,Avalon,SFP,N100,178.78,15.93806379,164.5088875,0.920175006,96.88269144,100.0,10.835,11.6415,0.082972946,,,273.4805,1.94918892,0.047,0.000334985,,,0.004,2.8594,3.735,0.026620621,25.251,0.1799725,4667.4655,33.26662061,14.46862996,915.053,6.521895231,34.3175,0.244592542,,,1.75,124.7284764,39.86654833,0.697664596,43.32496328,13.5295,0.096429367,0.1085,0.000773317,3232.3985,23.03840801,,,1199.3555,8.548216241,,,66.8,78.1,0.0215,0.000153238,184.6,7.12734151,8.385107659,21.4285,0.152728238,44.71899225,7.3675,1.8,20.0,2.0,75.81868573,523.0,504.0,78.78,386.0965065,100.0,228.2,0.4515,39.78041109,8.810722279,10.36555562,37.29308666,1.846,19.7,18.6
301,2020-09-28,2021-08-14,1.8,9.0,1,3,1,1,Robigus,SFP,N100,172.16,,,,,100.0,13.175,11.543,0.097855835,,,277.258,2.350455945,0.0455,0.000385726,,,,,4.1375,0.035075675,25.5945,0.216977489,5092.746,43.17377717,14.66836735,950.3465,8.056566737,34.417,0.291770273,0.009,7.62975,1.56,132.2490703,,0.768175362,,16.825,0.142634013,0.078,0.000661245,3143.048,26.64520359,,,1076.875,9.129212666,,,66.9,78.4,0.017,0.000144118,,8.477504507,9.973534714,19.3135,0.163730283,,7.3675,1.8,,,,521.0,523.0,72.16,,,,,,,,31.51340996,,16.1,16.8
302,2020-09-28,2021-08-14,1.8,9.0,1,4,1,1,Xi19,SFP,N100,172.16,18.60753633,180.8391036,1.050413009,102.8955351,100.0,13.461,8.2515,0.072682838,,,237.264,2.089925584,0.0455,0.000400784,0.002,1.76169,,,3.6255,0.031934997,23.003,0.202620533,4614.5885,40.64732351,14.62140992,937.854,8.261030196,33.1755,0.292224384,,,1.58,139.1733437,51.16426275,0.808395351,48.70871013,13.9895,0.123225664,0.0645,0.000568144,2831.648,24.94240002,,,1143.69,10.07412414,,,65.4,76.6,0.0295,0.000259849,188.5,8.808439476,10.36286997,17.7275,0.156151611,47.33802109,7.3675,1.8,,,76.95976201,511.0,521.0,72.16,467.2912189,100.0,209.7,0.4252,41.66575985,9.799096859,11.52834925,38.75968992,1.885,19.9,20.1
303,2020-09-28,2021-08-14,1.8,9.0,1,5,1,1,Hereward,SFP,N100,172.16,17.78948571,180.1158981,1.046212233,98.76688228,100.0,12.29,12.257,0.098362299,,,303.7355,2.437474263,0.0315,0.000252787,0.006,4.81499,0.0195,0.000156487,3.596,0.028857863,27.052,0.217092022,4735.6845,38.0038194,14.6978022,959.805,7.702425253,32.345,0.259568292,0.016,0.0001284,1.78,142.8448169,46.6135555,0.829721288,44.55458845,14.639,0.117477824,0.066,0.000529649,3113.4065,24.98505514,,,1224.7645,9.828722515,,,62.1,72.8,0.0215,0.000172537,158.7,8.024989715,9.44116437,22.163,0.177857847,45.11085844,7.3675,1.8,,,79.30716745,522.0,512.0,72.16,505.6704294,100.0,193.1,0.3817,37.2710812,9.764495992,11.48764234,36.26692456,1.587,19.2,18.3
304,2020-09-28,2021-08-14,1.8,9.0,1,6,1,1,Claire,SFP,N100,172.16,17.26839304,179.1610584,1.040665999,96.3847456,100.0,12.674,9.3565,0.077787664,,,246.13,2.046264929,0.037,0.000307609,0.01,8.31376,,,3.5365,0.0294016,23.4375,0.194853672,5121.764,42.58109961,14.49275362,1013.1415,8.423011902,30.072,0.250011291,,,1.68,139.671112,48.29087284,0.811286664,46.40381533,15.013,0.124814429,0.057,0.000473884,3004.866,24.98172475,0.0435,0.000361648,1202.5165,9.997429571,,,64.9,75.9,0.0205,0.000170432,188.1,8.313756668,9.780890198,20.823,0.173117355,48.14435628,7.3675,1.8,,,77.95840975,512.0,511.0,72.16,441.9860004,100.0,202.6,0.441,39.48994639,8.954636369,10.53486632,33.72434018,1.881,17.5,17.0
305,2020-09-28,2021-08-14,1.8,9.0,1,7,1,1,Maris Widgeon,SFP,N100,172.16,19.42368355,180.9203261,1.050884794,107.3604275,100.0,11.276,9.187,0.067445203,,,317.4575,2.330574243,0.034,0.000249607,,,0.0175,0.000128474,3.9915,0.029303094,25.8785,0.189983748,4305.166,31.60583383,15.13157895,972.328,7.138223519,35.475,0.260435243,0.006,4.4482,1.97,144.6250682,42.64273943,0.840061967,40.57793937,14.8325,0.10889093,0.0675,0.000495543,3566.751,26.18485313,0.004,2.93655,1373.7415,10.08515016,,,64.5,76.0,0.0145,0.00010645,166.0,7.341374021,8.636910613,24.3495,0.178758787,37.79599271,7.3675,1.8,30.0,3.0,79.93854056,510.0,503.0,72.16,442.251447,100.0,273.2,0.3004,36.29525784,12.08230953,14.2144818,38.89437315,1.66,20.5,18.9
306,2020-09-28,2021-08-14,1.8,9.0,1,8,1,1,Soissons,SFP,N100,172.16,16.76559208,177.1430847,1.028944497,94.64434985,100.0,10.706,8.419,0.059249489,0.015,0.000105564,346.7795,2.440492701,0.052,0.000365955,,,0.0305,0.000214647,3.9755,0.027977948,26.1755,0.184212494,4340.876,30.54931504,14.15465269,1098.5775,7.731340435,41.4805,0.291922843,,,1.88,132.3067332,40.87820743,0.7685103,39.72829199,12.841,0.090369721,0.1205,0.00084803,3124.1045,21.98617343,0.0165,0.00011612,1276.805,8.985632897,,,65.5,76.3,0.0215,0.000151308,142.3,7.03759219,8.279520224,22.301,0.156945343,41.97640118,7.3675,1.8,,,74.68918893,514.0,501.0,72.16,494.5602383,100.0,196.7,0.4609,44.83635148,9.727999887,11.44470575,32.61083744,1.423,17.0,16.1
307,2020-09-28,2021-08-14,1.8,9.0,1,9,1,1,Theodore,SFP,N100,172.16,18.81466213,192.9098418,1.120526497,97.53085668,100.0,14.422,7.7595,0.074215999,,,200.629,1.918922813,0.044,0.000420839,,,0.008,7.65163,3.556,0.034011482,23.5305,0.225058258,4823.3595,46.13318403,13.65409623,948.454,9.071520157,28.47,0.272302272,,,1.6,153.0325377,55.55607346,0.888897175,49.58032996,13.186,0.12611794,0.097,0.00092776,3011.4725,28.80332993,,,1069.183,10.22623673,,,66.4,76.9,0.022,0.00021042,231.2,9.564533606,11.25239248,18.8615,0.180401451,50.8355321,7.3675,1.8,,,79.32852793,509.0,516.0,72.16,413.6908999,100.0,223.6,0.4311,39.87730406,9.250128522,10.88250414,34.43902439,2.312,17.2,18.1
308,2020-09-28,2021-08-14,1.8,9.0,1,10,1,1,Paragon,SFP,N100,172.16,19.39117458,186.0083317,1.08043873,104.248957,100.0,11.879,8.181,0.063667512,,,303.4635,2.361663142,0.032,0.000249036,,,0.0065,5.05854,4.0205,0.031288991,24.951,0.194177741,4783.3825,37.22601942,14.48538755,877.684,6.830455567,37.5225,0.292013719,0.002,1.55647,1.83,142.4172446,45.20424658,0.827237712,41.83878765,16.4925,0.128350623,0.068,0.000529201,3288.782,25.59449565,0.0235,0.000182886,1241.9385,9.665216344,,,67.3,78.7,0.019,0.000147865,162.3,7.782363091,9.155721284,21.546,0.167678795,40.13353116,7.3675,1.8,,,76.5649814,510.0,507.0,72.16,479.5048115,100.0,242.1,0.3755,43.59108713,11.60881149,13.65742528,34.41494592,1.623,17.6,17.4
309,2020-09-28,2021-08-14,1.8,9.0,1,11,1,1,Barrel,SFP,N100,172.16,17.94591019,177.4100643,1.030495262,101.1549726,100.0,12.878,9.8585,0.083584936,,,250.0455,2.120001742,0.0355,0.000300985,,,0.002,1.69569,3.6325,0.03079802,23.0195,0.195169999,5376.711,45.58625004,13.96866841,1102.2435,9.345331708,34.2705,0.290561197,0.0175,0.000148373,1.57,133.111883,49.24758298,0.773187053,47.79020807,14.3245,0.121449756,0.072,0.000610449,3393.2635,28.76966204,,,1137.458,9.643896575,,,65.9,76.6,0.0225,0.000190765,164.6,8.478463886,9.974663395,19.1955,0.162748354,47.2445465,7.3675,1.8,,,75.03062667,513.0,507.0,72.16,515.0950113,100.0,183.8,0.4679,44.29818127,9.467446308,11.13817213,34.01960784,1.646,17.5,17.2
310,2020-09-28,2021-08-14,1.8,9.0,1,12,1,1,Zyatt,SFP,N100,172.16,19.50559327,189.0997616,1.098395456,103.1497507,100.0,14.658,6.8105,0.065758104,,,216.1575,2.087087188,0.056,0.000540702,,,0.228,0.002201431,2.964,0.028618606,27.252,0.263128969,4213.895,40.68684299,13.8961039,920.6845,8.889577386,30.419,0.293707621,0.0375,0.000362078,1.59,153.5208646,56.08387713,0.891733646,51.05982262,11.6415,0.112403342,0.1335,0.001288996,2990.7145,28.87654564,,,1053.411,10.17110487,,,66.3,77.0,0.0225,0.000217247,183.4,9.655400287,11.35929446,17.9205,0.173029601,49.50067476,7.3675,1.8,,,81.18511797,506.0,508.0,72.16,526.466755,100.0,187.1,0.3612,35.57889707,9.850192987,11.58846234,44.18145957,1.834,22.5,22.3
311,2020-09-28,2021-08-14,1.8,9.0,1,13,1,1,Crusoe,SFP,N100,172.16,19.20607234,195.0700787,1.133074342,98.45729525,100.0,14.758,8.009,0.077496544,,,263.2195,2.546959855,0.0335,0.000324152,,,0.016,0.000154819,3.4355,0.033242524,24.8425,0.240380558,4697.2665,45.45160675,14.30499325,916.9305,8.872386632,35.7235,0.345667097,0.054,0.000522514,1.65,159.6570072,56.20459023,0.927375739,49.603621,15.941,0.154248021,0.091,0.000880533,2972.9895,28.76718824,0.008,7.7495,1157.3,11.19824572,0.011,0.000106438,63.5,74.1,0.0265,0.000256419,185.2,9.676182254,11.38374383,19.0365,0.184200643,50.38084875,7.3675,1.8,,,81.84597465,520.0,516.0,72.16,522.4720439,100.0,182.4,0.3716,35.41307154,9.529890081,11.21163539,37.83783784,1.852,19.5,19.7
312,2020-09-28,2021-08-14,1.8,9.0,1,14,1,1,Malacca,SFP,N100,172.16,17.10753546,177.4081007,1.030483856,96.4304076,100.0,12.105,8.309,0.066516485,,,258.0795,2.066017717,0.024,0.000192128,,,0.0175,0.000140094,3.604,0.028851295,20.5145,0.164225831,4739.027,37.93758801,13.6307311,986.727,7.899098782,29.89,0.239280026,0.023,0.000184123,1.65,132.0883384,46.49949956,0.767241743,45.12394762,14.0,0.112074954,0.069,0.000552369,3277.5895,26.2382637,0.0135,0.000108072,1106.933,8.861390346,,,69.7,80.7,0.035,0.000280187,161.3,8.005353844,9.418063346,17.636,0.14118242,46.7943139,7.3675,1.8,,,74.45451358,515.0,526.0,72.16,496.3021602,100.0,183.4,0.4979,45.31976228,9.102181618,10.70844896,34.29394813,1.613,17.6,18.1
313,2020-09-28,2021-08-14,1.8,9.0,1,15,1,1,Siskin,SFP,N100,172.16,19.94267797,200.080812,1.162179438,99.67311593,100.0,14.036,7.39,0.068330891,,,282.0445,2.607896092,0.045,0.000416088,,,0.009,8.32176,3.355,0.03102167,21.353,0.197438366,4717.7715,43.62239951,13.84217335,911.7285,8.430205845,31.0545,0.28714231,0.072,0.000665741,1.61,148.8670301,53.70817488,0.864701616,46.21332398,14.0355,0.129777839,0.08,0.000739712,2842.966,26.28719908,,,1145.7975,10.5945013,,,66.6,77.3,0.015,0.000138696,169.0,9.246399388,10.87811693,18.3525,0.169694545,46.3648834,7.3675,1.8,,,74.40345162,511.0,513.0,72.16,547.1242241,100.0,195.5,0.4788,51.21378185,10.69627858,12.58385716,38.671875,1.69,20.0,19.6
314,2020-09-28,2021-08-14,1.8,9.0,1,16,1,1,Mercia,SFP,N100,172.16,17.82444757,194.3326535,1.128790971,91.72132038,100.0,11.62,7.5915,0.058159631,,,347.9935,2.666030878,0.041,0.000314107,,,0.0045,3.44752,3.5585,0.027262207,27.4255,0.210110907,4937.066,37.82360993,13.80175659,1107.293,8.48313928,34.6495,0.265455064,0.0115,8.8132,1.84,140.9651851,44.50018219,0.818803352,39.42287221,13.8645,0.106218033,0.1,0.000766115,3699.417,28.3417936,0.0195,0.000149392,1293.9455,9.913112335,,,68.7,79.7,0.0155,0.000118748,143.6,7.661151366,9.013119255,23.132,0.177217753,42.98114337,7.3675,1.8,,,72.53808487,522.0,523.0,72.16,533.5063626,100.0,190.5,0.5251,53.36746838,10.16329621,11.95681907,32.05741627,1.436,16.7,16.8
315,2020-09-28,2021-08-14,1.8,9.0,1,17,1,1,Graham,SFP,N100,172.16,20.41556553,197.4957204,1.147163803,103.372192,100.0,14.576,7.1275,0.068231651,,,278.177,2.662992059,0.0345,0.000330269,,,0.015,0.000143595,3.0555,0.029250341,23.9795,0.229556067,4457.6355,42.67300295,13.86010363,937.4485,8.974206752,30.441,0.291412091,0.0105,0.000100517,1.61,154.1255106,55.6053269,0.895245763,48.47200264,13.1095,0.125497415,0.057,0.000545662,2884.181,27.61030244,,,1129.7225,10.81484827,,,66.5,77.2,0.0255,0.000244112,139.5,9.573013079,11.26236833,18.91,0.181025677,46.8907563,7.3675,1.8,,,78.03992425,508.0,514.0,72.16,686.2374967,100.0,158.0,0.4,43.37020979,10.84255245,12.75594406,41.29158513,1.395,21.0,21.2
316,2020-09-28,2021-08-14,1.8,9.0,1,18,1,1,Istabraq,SFP,N100,172.16,17.57084188,173.7446412,1.009204468,101.1302665,100.0,12.955,8.4525,0.072319039,,,279.3695,2.390267236,0.0375,0.000320848,,,0.022,0.000188231,3.1445,0.026904137,20.833,0.17824579,4633.8365,39.64680312,13.94169835,913.1335,7.81271072,34.7615,0.297417129,0.008,6.84475,1.53,130.9058029,49.69757686,0.760372926,49.24430919,13.962,0.119457962,0.043,0.000367905,2901.116,24.82175944,0.049,0.000419241,1091.842,9.341729,,,67.9,78.9,0.013,0.000111227,197.6,8.555934833,10.06580569,18.9885,0.162464369,48.6939379,7.3675,1.8,,,75.34379306,529.0,511.0,72.16,432.9926535,100.0,208.2,0.4752,42.83883828,9.014907045,10.60577299,36.63461538,1.976,19.2,18.9
317,2020-09-28,2021-08-14,1.8,9.0,1,19,1,1,Riband,SFP,N100,172.16,16.0201853,177.3594794,1.030201437,90.32607308,100.0,11.235,7.1005,0.052487546,,,344.7235,2.548227645,0.029,0.000214371,0.003,2.21763,,,3.901,0.028836549,22.8325,0.168779929,4791.048,35.41586507,14.39588689,979.9075,7.243565876,34.3205,0.253700275,0.0035,2.58723,1.72,127.1439733,42.9373343,0.73852215,41.67858126,13.229,0.097789978,0.0705,0.000521142,3280.1415,24.24710601,,,1215.186,8.98276607,,,66.6,77.8,0.0205,0.000151538,185.4,7.392091474,8.696578204,19.4165,0.143528544,46.14235938,7.3675,1.8,,,71.68715976,513.0,505.0,72.16,398.7104355,100.0,216.4,0.582,50.21550605,8.628093824,10.15069862,34.7740668,1.854,18.3,17.1
318,2020-09-28,2021-08-14,1.8,9.0,1,20,1,1,Avalon,SFP,N100,172.16,17.20275511,176.5894904,1.025728917,97.41664171,100.0,11.23,7.42,0.05469997,,,304.2145,2.242658231,0.044,0.000324366,,,0.0085,6.26617,3.8465,0.028356258,24.9695,0.184074246,4641.8385,34.21946461,14.39688716,943.4155,6.954824757,33.266,0.245235742,0.011,8.1916,1.83,134.9069345,42.82042073,0.783613699,41.7463328,13.077,0.096403168,0.068,0.000501294,3345.8975,24.66583469,0.0165,0.000121637,1258.658,9.278781002,,,66.0,77.1,0.023,0.000169555,163.1,7.371963633,8.672898392,22.2565,0.164074109,42.85338939,7.3675,1.8,,,76.39578902,508.0,507.0,72.16,451.9904128,100.0,217.5,0.424,41.68255587,9.830791479,11.56563703,37.63546798,1.631,19.5,18.7
319,2020-09-28,2021-08-14,1.8,9.0,1,21,1,1,Cadenza,SFP,N100,172.16,17.29133755,172.6358395,1.002763938,100.1607638,100.0,11.084,7.844,0.057777877,,,304.4935,2.242859257,0.041,0.000302001,,,,,3.155,0.023239317,23.8595,0.175745953,4599.3485,33.87819891,13.52718078,1041.9055,7.674539508,37.0865,0.273174304,0.006,4.41952,1.71,125.9563613,42.78502022,0.731623846,42.66709104,16.653,0.122663818,0.056,0.000412489,3280.4755,24.16355306,0.018,0.000132586,1161.641,8.556495525,,,68.4,79.1,0.02,0.000147317,183.6,7.365869081,8.665728331,19.2905,0.142091298,42.59860789,7.3675,1.8,,,72.96072569,519.0,504.0,72.16,401.1911264,100.0,247.4,0.4703,46.6794782,9.925468468,11.67702173,37.34115347,1.836,19.7,18.5
320,2020-09-28,2021-08-14,1.8,9.0,1,22,1,1,Solstice,SFP,N100,172.16,17.44826989,183.8467368,1.067882997,94.90660643,100.0,12.219,6.9525,0.056246724,0.0235,0.000190118,293.1685,2.3717753,0.0415,0.000335741,0.006,4.8549,0.016,0.000129442,3.1135,0.025188662,24.8915,0.201375813,4282.5845,34.64672411,13.78881988,965.5125,7.811134892,34.296,0.277459569,0.0045,3.6456,1.68,135.9144146,46.99200583,0.789465698,44.00482633,12.534,0.101401861,0.064,0.000517769,2936.687,23.7582199,0.048,0.000388327,1135.677,9.187790154,,,69.4,80.5,0.0245,0.000198209,194.6,8.090143724,9.517816146,19.62,0.15872862,46.36645223,7.3675,1.8,,,73.92810823,517.0,503.0,72.16,415.7319488,100.0,225.1,0.5122,47.93232223,9.358126168,11.0095602,35.88235294,1.946,19.0,17.6
321,2020-09-28,2021-08-14,1.8,9.0,1,27,2,1,Soissons,RFP,N200,282.24,17.12965023,235.9678617,0.836053932,72.59314936,200.0,9.768,,,,,,,,,,,,,,,,,,,13.55263158,,,,,,,2.25,144.9215973,22.82086126,0.513469378,27.29592002,,,,,,,,,,,,,65.7,76.0,,,97.5,6.440959882,7.577599861,,,37.60123409,7.3675,1.8,,,61.41582005,517.0,529.0,82.24,660.6112699,100.0,161.8,0.8518,91.04626438,10.68869035,12.57492982,28.39388145,0.975,14.9,14.8
322,2020-09-28,2021-08-14,1.8,9.0,1,28,2,1,Mercia,RFP,N200,282.24,16.98118594,226.3258943,0.801891632,75.02979714,200.0,9.665,,,,,,,,,,,,,,,,,,,13.33333333,,,,,,,2.35,150.1797936,22.64253655,0.532099609,28.23640457,,,,,,,,,,,,,67.6,78.0,,,98.6,6.390629517,7.518387666,,,37.63358779,7.3675,1.8,,,66.35555074,510.0,515.0,82.24,648.1368678,100.0,163.4,0.719,76.14610066,10.59055642,12.45947814,29.26829268,0.986,14.6,15.4
323,2020-09-28,2021-08-14,1.8,9.0,1,29,2,1,Crusoe,RFP,N200,282.24,17.67073301,244.604815,0.866655382,72.24196717,200.0,11.394,,,,,,,,,,,,,,,,,,,13.60103627,,,,,,,2.06,154.931416,26.64733037,0.548935006,30.74732002,,,,,,,,,,,,,66.7,77.2,,,129.6,7.520942523,8.848167675,,,42.56157635,7.3675,1.8,,,63.33947924,529.0,518.0,82.24,580.3196392,100.0,174.9,0.8835,89.67339897,10.14979049,11.94092999,30.65902579,1.296,16.1,16.0
324,2020-09-28,2021-08-14,1.8,9.0,1,30,2,1,Hereward,RFP,N200,282.24,15.65650873,228.5101527,0.809630643,68.51559349,200.0,9.842,,,,,,,,,,,,,,,,,,,13.42710997,,,,,,,2.27,148.1752721,23.12763969,0.524997421,28.56566743,,,,,,,,,,,,,67.7,78.2,,,136.0,6.527545026,7.679464737,,,41.69221337,7.3675,1.8,,,64.84406506,512.0,513.0,82.24,479.966546,100.0,190.2,0.88,80.33488061,9.128963706,10.7399573,29.85365854,1.36,15.4,15.2
325,2020-09-28,2021-08-14,1.8,9.0,1,31,2,1,Xi19,RFP,N200,282.24,15.60573324,220.0685139,0.779721208,70.91306687,200.0,9.78,,,,,,,,,,,,,,,,,,,13.41463415,,,,,,,2.24,145.4593618,23.00780013,0.515374723,29.50772646,,,,,,,,,,,,,63.9,73.8,,,143.6,6.49372151,7.639672365,,,41.61112721,7.3675,1.8,,,66.09730728,515.0,526.0,82.24,452.2090188,100.0,201.5,0.8188,74.60915204,9.112011729,10.7200138,31.31604227,1.436,16.3,16.3
326,2020-09-28,2021-08-14,1.8,9.0,1,32,2,1,Riband,RFP,N200,282.24,13.48998019,186.1214628,0.659443958,72.47944423,200.0,8.47,,,,,,,,,,,,,,,,,,,13.69346734,,,,,,,2.23,125.1208551,19.87953754,0.443313687,30.14590897,,,,,,,,,,,,,68.7,79.6,,,130.6,5.610800676,6.600941972,,,41.59235669,7.3675,1.8,,,67.225377,518.0,516.0,82.24,429.6172034,100.0,183.4,0.7742,61.00060777,7.87917951,9.269622953,29.20696325,1.306,15.0,15.2
327,2020-09-28,2021-08-14,1.8,9.0,1,33,2,1,Avalon,RFP,N200,282.24,14.24048435,220.0959395,0.77981838,64.70125883,200.0,7.951,,,,,,,,,,,,,,,,,,,13.53092784,,,,,,,2.49,131.1374826,18.65988367,0.464631103,23.92849945,,,,,,,,,,,,,67.1,77.6,,,109.1,5.266565568,6.195959492,,,36.98305085,7.3675,1.8,50.0,9.0,59.58196363,507.0,506.0,82.24,482.728283,100.0,185.9,0.9913,88.95845688,8.973918782,10.55755151,29.12142152,1.091,15.0,14.5
328,2020-09-28,2021-08-14,1.8,9.0,1,34,2,1,Siskin,RFP,N200,282.24,20.01232265,261.0993525,0.925096912,76.64638943,200.0,13.634,,,,,,,,,,,,,,,,,,,13.21473952,,,,,,,2.03,183.4983215,32.02709106,0.650149948,34.62025506,,,,,,,,,,,,,68.3,78.7,,,155.2,9.03932618,10.63450139,,,45.16880093,7.3675,1.8,,,70.27911778,511.0,515.0,82.24,582.4308106,100.0,188.4,0.7072,77.60103105,10.97299647,12.90940761,35.38011696,1.552,18.3,18.0
329,2020-09-28,2021-08-14,1.8,9.0,1,35,2,1,Malacca,RFP,N200,282.24,16.03575458,226.0191085,0.800804664,70.9486675,200.0,10.374,,,,,,,,,,,,,,,,,,,13.42894394,,,,,,,2.32,159.076641,24.29404679,0.563621886,30.33704457,,,,,,,,,,,,,66.4,76.7,,,112.2,6.856751767,8.066766785,,,42.75914634,7.3675,1.8,,,70.38194339,509.0,504.0,82.24,611.1186958,100.0,150.2,0.7293,66.9424675,9.179002811,10.79882684,28.52912142,1.122,14.4,14.5
330,2020-09-28,2021-08-14,1.8,9.0,1,36,2,1,Paragon,RFP,N200,282.24,15.30624887,206.6361712,0.732129291,74.07342473,200.0,8.63,,,,,,,,,,,,,,,,,,,13.46153846,,,,,,,2.52,144.4402704,20.30809511,0.511763997,27.73839996,,,,,,,,,,,,,67.5,78.0,,,132.9,5.731756763,6.74324325,,,37.44716822,7.3675,1.8,,,69.90076791,523.0,519.0,82.24,431.2834283,100.0,222.0,0.6496,62.19590074,9.574492109,11.26410836,27.63915547,1.329,14.4,14.4
331,2020-09-28,2021-08-14,1.8,9.0,1,37,2,1,Theodore,RFP,N200,282.24,20.01064583,260.1160228,0.921612893,76.92969318,200.0,14.435,,,,,,,,,,,,,,,,,,,13.16129032,,,,,,,1.97,189.2243973,34.03238151,0.670437916,36.92698071,,,,,,,,,,,,,67.3,77.5,,,202.9,9.605299357,11.30035218,,,48.0009463,7.3675,1.8,,,72.746152,514.0,508.0,82.24,473.4006583,100.0,219.8,0.6813,70.89162549,10.40534647,12.24158408,32.87671233,2.029,16.9,16.7
